,parish,municipality,parish_old,matched_parish
58294,Gronby,Malmohus lan ,Gronby,Gronby
58305,Ekby,Malmohus lan ,Ekby,Ekby
58309,Kvisttofta,Malmohus lan ,Kvisttofta,Kvistofta
58312,Godelof,Malmohus lan ,Godelof,Godelov
58317,Glumslof,Malmohus lan ,Glumslof,Glumslov
58320,Ottarp,Malmohus lan ,Ottarp,Ottarp
58326,Bosarp,Malmohus lan ,Bosarp,Bosarp
58340,Barseback,Malmohus lan ,Barseback,Barseback
58344,Up akra,Malmohus lan ,Up akra,Uppakra
58349,Aby,Malmohus lan ,Aby,Aby
58358,Remmarlof,Malmohus lan ,Remmarlof,Remmarlov
58359,Fuglie,Malmohus lan ,Fuglie,Fuglie
58364,Gylle,Malmohus lan ,Gylle,Gylle
58365,Gard stanga,Malmohus lan ,Gard stanga,Gardstanga
58373,Gudmuntorp,Malmohus lan ,Gudmuntorp,Gudmuntorp
58376,Lyngby,Malmohus lan ,Lyngby,Lyngby
58397,Hastad,Malmohus lan ,Hastad,Hastad
58399,Bjellerup,Malmohus lan ,Bjellerup,Bjallerup
58423,Refvinge,Malmohus lan ,Refvinge,Revinge
58427,Dalkopinge,Malmohus lan ,Dalkopinge,Dalkopinge
58432,Knas- torp,Malmohus lan ,""" Knas- torp",Knastorp
58447,Torlosa,Malmohus lan ,Torlosa,Torrlosa
58458,SVram,Malmohus lan ,S. Vram,Vram
58469,Hammarlunda,Malmohus lan ,Hammarlunda,Hammarlunda
58480,Ste- hag,Malmohus lan ,Ste- hag,Stehag
58512,Stangby,Malmohus lan ,Stangby,Stangby
58513,Vallkarra,Malmohus lan ,Vallkarra,Vallkarra
58514,Lacka- langa,Malmohus lan ,Lacka- langa,Lackalanga
58517,Halsigborg,Malmohus lan ,Halsigborg,Halsingborg
58521,Hardeberga,Malmohus lan ,Hardeberga,Hardeberga
58525,Kyrkokopinge,Malmohus lan ,Kyrkokopinge,Kyrkokopinge
58568,Blentarp,Malmohus lan ,Blentarp,Blentarp
58570,Annelof,Malmohus lan ,Annelof,Annelov
58592,Grefvie,Malmohus lan ,Grefvie,Grevie
58629,Karaby,Malmohus lan ,Karaby,Karaby
58630,Asmunds- torp,Malmohus lan ,Asmunds- torp,Asmundtorp
58632,Orsjo,Malmohus lan ,Orsjo,Orsjo
58652,Brunneby,Malmohus lan ,Brunneby,Brunneby
58659,Hasslunda,Malmohus lan ,Hasslunda,Hasslunda
58676,Norrkvidinge,Malmohus lan ,Norrkvidinge,Norrvidinge
58681,Bonderup,Malmohus lan ,Bonderup,Bonderup
58701,Ekeby,Malmohus lan ,Ekeby,Ekeby
58702,Gardstanga,Malmohus lan ,Gardstanga,Gardstanga
58705,Hoj,Malmohus lan ,Hoj,Hoj
58721,Bunke- flo,Malmohus lan ,Bunke- flo,Bunkeflo
58725,Svenstorp,Malmohus lan ,Svenstorp,Svenstorp
58726,Snare- stad,Malmohus lan ,Snare- stad,Snarestad
58730,Sjorup,Malmohus lan ,Sjorup,Sjorup
58747,VKaraby,Malmohus lan ,V. Karaby,Karaby
58766,Hurfva,Malmohus lan ,Hurfva,Hurva
58776,Skegrie,Malmohus lan ,Skegrie,Skegrie
58786,Hemmesdynge,Malmohus lan ,Hemmesdynge,Hemmesdynge
58797,Glostorp,Malmohus lan ,Glostorp,Glostorp
58803,Slimminge,Malmohus lan ,Slimminge,Slimminge
58812,Knastorp,Malmohus lan ,Knastorp,Knastorp
58817,Baldringe,Malmohus lan ,Baldringe,Baldringe
58819,Oja,Malmohus lan ,Oja,Oja
58822,Bodarp,Malmohus lan ,Bodarp,Bodarp
58851,Barat,Malmohus lan ,Barat,Bara
58852,Sofvestad,Malmohus lan ,Sofvestad,Sovestad
58854,Igellosa,Malmohus lan ,Igellosa,Igelosa
58873,Silfakra,Malmohus lan ,Silfakra,Silvakra
58893,Torringe,Malmohus lan ,Torringe,Torringe
58908,Tottorp,Malmohus lan ,Tottorp,Tottarp
58910,Orja,Malmohus lan ,Orja,Orja
58913,Herrestad,Malmohus lan ,Herrestad,Herrestad
58919,Stehag,Malmohus lan ,Stehag,Stehag
58933,Oxie,Malmohus lan ,Oxie,Oxie
58959,Bosjoklosters,Malmohus lan ,Bosjoklosters,Bosjokloster
58960,Hammarlof,Malmohus lan ,Hammarlof,Hammarlov
58972,Katslosa,Malmohus lan ,Katslosa,Katslosa
58976,OStro,Malmohus lan ,O. Stro,Stro
58981,Norrhvidinge,Malmohus lan ,Norrhvidinge,Norrvidinge
58988,Mellan-Grefvie,Malmohus lan ,Mellan-Grefvie,Mellan-Grevie
59006,Maglarp,Malmohus lan ,Maglarp,Maglarp
59010,Virke,Malmohus lan ,Virke,Virke
59071,Simlinge,Malmohus lan ,Simlinge,Simlinge
59074,Tullstorp,Malmohus lan ,Tullstorp,Tullstorp
59089,Rau,Malmohus lan ,Rau,Raus
59097,Kattorp,Malmohus lan ,Kattorp,Kattarp
59133,Hoga- nas,Malmohus lan ,Hoga- nas,Hoganas
59144,Arrie,Malmohus lan ,Arrie,Arrie
59158,VSallerup,Malmohus lan ,V. Sallerup,Sallerup
59194,Limhamn.,Malmohus lan ,Limhamn.,Limhamn
59196,Saxtorp,Malmohus lan ,Saxtorp,Saxtorp
59228,Barslof,Malmohus lan ,Barslof,Barslov
59238,Flackharp,Malmohus lan ,Flackharp,Flackarp
59241,Vemmenhog,Malmohus lan ,Vemmenhog,Vemmenhog
59325,Forhult,Malmohus lan ,Forhult,Farhult
59342,Hellestad,Malmohus lan ,Hellestad,Hallestad
59415,Borgeby,Malmohus lan ,Borgeby,Borgeby
59436,Bramstad,Malmohus lan ,Bramstad,Brastad
59438,Rorum,Malmohus lan ,Rorum,Rorum
59442,Hesslunda,Malmohus lan ,Hesslunda,Hasslunda
59461,Konga,Malmohus lan ,Konga,Konga
59462,Felestad,Malmohus lan ,Felestad,Felestad
59476,Hedeskoga,Malmohus lan ,Hedeskoga,Hedeskoga
59479,Lyby,Malmohus lan ,Lyby,Lyby
59492,Moglarp,Malmohus lan ,Moglarp,Maglarp
59532,Lilla Slagarp,Malmohus lan ,Lilla Slagarp,Lilla Slagarp
59538,Roddinge,Malmohus lan ,Roddinge,Roddinge
59551,Hoge- stad,Malmohus lan ,Hoge- stad,Hogestad
59593,Stora Kopinge,Malmohus lan ,Stora Kopinge,Stora Kopinge
59663,Skaber- sjo,Malmohus lan ,Skaber- sjo,Skabersjo
59691,OGrefvie,Malmohus lan ,O. Grefvie,Grevie
59697,Fladie,Malmohus lan ,Fladie,Fladie
59721,Sire- kopinge,Malmohus lan ,Sire- kopinge,Sirekopinge
59725,Solberga,Malmohus lan ,Solberga,Solberga
59819,Genarp,Malmohus lan ,Genarp,Genarp
59830,StKopinge,Malmohus lan ,St. Kopinge,Kopinge
59850,Gellivare,Malmohus lan ,Gellivare,Gallivare
60442,Forsmark,Stockholms lan,Forsmark,Forsmark
60447,Oregrund,Stockholms lan,Oregrund,Oregrund
60450,Knifsta,Stockholms lan,Knifsta,Knista
60544,Bo,Stockholms lan,Bo,Bo
60551,Bladaker,Stockholms lan,Bladaker,Bladaker
60680,Harg,Stockholms lan,Harg,Harg
60738,Svartsjo,Stockholms lan,Svartsjo,Svardsjo
60753,Hastholmen,Stockholms lan,Hastholmen,Hastholmen
60871,Ryd,Stockholms lan,Ryd,Ryd
60994,Alsike,Stockholms lan,Alsike,Alsike
61012,Valo,Stockholms lan,Valo,Valo
61221,Knutby,Stockholms lan,Knutby,Knutby
61242,Sorunda,Stockholms lan,Sorunda,Sorunda
61261,Almunge,Stockholms lan,Almunge,Almunge
61317,Hokhufvud,Stockholms lan,Hokhufvud,Hokhuvud
61332,Vassunda,Stockholms lan,Vassunda,Vassunda
61391,Ranas,Stockholms lan,Ranas,Ramnas
62079,Graso,Stockholms lan,Graso,Graso
62413,Fortmark,Stockholms lan,Fortmark,Forsmark
62467,Lagga,Stockholms lan,Lagga,Lagga
62496,Ostuna,Stockholms lan,Ostuna,Ostuna
62749,Bladakra,Stockholms lan,Bladakra,Bladaker
63308,Faringe,Stockholms lan,Faringe,Faringe
63326,Fors- mark,Stockholms lan,Fors- mark,Forsmark
63447,Salma,Stockholms lan,Salma,Sala
63707,Malm,Sodermanlands lan ,Malm,Malma
63758,Morko,Sodermanlands lan ,Morko,Morko
63947,Kolback,Sodermanlands lan ,Kolback,Kolback
63962,Holo,Sodermanlands lan ,Holo,Holo
64087,Gasinge,Sodermanlands lan ,Gasinge,Nasinge
64108,Malma,Sodermanlands lan ,Malma,Malma
64155,Klla,Sodermanlands lan ,Klla,Kalla
64243,Taxinge,Sodermanlands lan ,Taxinge,Taxinge
64426,Lofsta,Uppsala lan ,Lofsta,Lofta
64685,Finnskoga,Uppsala lan ,Finnskoga,Finnskoga
64686,Forshaga,Uppsala lan ,Forshaga,Forshaga
64688,Nor,Uppsala lan ,Nor,Nor
64689,Nyed,Uppsala lan ,Nyed,Nyed
64690,Fernebo,Uppsala lan ,Fernebo,Farnebo
64691,Ostervallskog,Uppsala lan ,Ostervallskog,Ostervallskog
64692,Tocksmark,Uppsala lan ,Tocksmark,Tocksmark
64693,Eda,Uppsala lan ,Eda,Eda
64694,Bogen,Uppsala lan ,Bogen,Bogen
64697,NUllerud,Uppsala lan ,N. Ullerud,Ullerud
64699,Ramen,Uppsala lan ,Ramen,Rammen
64701,Ullerud,Uppsala lan ,Ullerud,Ullerud
64703,Blomskog,Uppsala lan ,Blomskog,Blomskog
64711,Brunskog,Uppsala lan ,Brunskog,Brunskog
64712,Svanskog,Uppsala lan ,Svanskog,Svanskog
64714,Frykerod,Uppsala lan ,Frykerod,Frykerud
64715,Mengskog,Uppsala lan ,Mengskog,Mangskog
64717,Stafsnas,Uppsala lan ,Stafsnas,Safsnas
64735,Grafva,Uppsala lan ,Grafva,Grava
64736,Bro,Uppsala lan ,Bro,Bro
64737,Visnum,Uppsala lan ,Visnum,Visnum
64743,Rada,Uppsala lan ,Rada,Rada
64748,Glafva,Uppsala lan ,Glafva,Glava
64749,Kroppa,Uppsala lan ,Kroppa,Kroppa
64764,Trankil,Uppsala lan ,Trankil,Trankil
64782,Botilsater,Uppsala lan ,Botilsater,Botilsater
64783,Gunnerskog,Uppsala lan ,Gunnerskog,Gunnarskog
64784,Nordmark,Uppsala lan ,Nordmark,Nordmark
64786,Fryksanda,Uppsala lan ,Fryksanda,Fryksande
64787,Fryksande,Uppsala lan ,Fryksande,Fryksande
64790,Ny,Uppsala lan ,Ny,Ny
64791,Ransater,Uppsala lan ,Ransater,Ransater
64792,Borgvik,Uppsala lan ,Borgvik,Borgvik
64794,Silbodal,Uppsala lan ,Silbodal,Silbodal
64795,Kll,Uppsala lan ,Kll,Kall
64796,Olme,Uppsala lan ,Olme,Olme
64804,Langserud,Uppsala lan ,Langserud,Langserud
64815,Jernskog,Uppsala lan ,Jernskog,Jarnskog
64826,Lungsund,Uppsala lan ,Lungsund,Lungsund
64827,Emtervik,Uppsala lan ,Emtervik,Emtervik
64834,Sunnemo,Uppsala lan ,Sunnemo,Sunnemo
64839,Sunne,Uppsala lan ,Sunne,Sunne
64840,Langsered,Uppsala lan ,Langsered,Langserud
64849,Varnum,Uppsala lan ,Varnum,Varnum
64856,Stafnas,Uppsala lan ,Stafnas,Safsnas
64867,Varmskog,Uppsala lan ,Varmskog,Varmskog
64871,Eksharad,Uppsala lan ,Eksharad,Eksharad
64876,Grums,Uppsala lan ,Grums,Grums
64884,Karlanda,Uppsala lan ,Karlanda,Karlanda
64939,Edsharad,Uppsala lan ,Edsharad,Eksharad
64948,StFinnskoga,Uppsala lan ,St. Finnskoga,Finnskoga
64989,Vase,Uppsala lan ,Vase,Vase
65012,Saffle,Uppsala lan ,Saffle,Saffle
65027,Ed,Uppsala lan ,Ed,Ed
65072,Ostmark,Uppsala lan ,Ostmark,Ostmark
65087,Kola,Uppsala lan ,Kola,Kola
65088,By,Uppsala lan ,By,By
65112,Brattfors,Uppsala lan ,Brattfors,Brattfors
65155,Gunnarskog,Uppsala lan ,Gunnarskog,Gunnarskog
65176,Frykerud,Uppsala lan ,Frykerud,Frykerud
65180,Silboaal,Uppsala lan ,Silboaal,Silbodal
65200,Lysvik,Uppsala lan ,Lysvik,Lysvik
65201,Nysund,Uppsala lan ,Nysund,Nysund
65210,Nord- mark,Uppsala lan ,Nord- mark,Nordmark
65221,Holmdal,Uppsala lan ,Holmdal,Holmedal
65243,Skillingmark,Uppsala lan ,Skillingmark,Skillingmark
65247,Grasmark,Uppsala lan ,Grasmark,Grasmark
65248,Alster,Uppsala lan ,Alster,Alster
65272,Grasmaark,Uppsala lan ,Grasmaark,Grasmark
65275,Nyskoga,Uppsala lan ,Nyskoga,Nyskoga
65301,Alga,Uppsala lan ,Alga,Alga
65382,Sillerud,Uppsala lan ,Sillerud,Sillerud
65384,NRada,Uppsala lan ,N. Rada,Rada
65386,Hammard,Uppsala lan ,Hammard,Hammar
65404,Hammaro,Uppsala lan ,Hammaro,Hammaro
65431,Nordmaling,Uppsala lan ,Nordmaling,Nordmaling
65435,Dergerfors,Vasterbottens lan ,Dergerfors,Degerfors
65469,Holmedal,Uppsala lan ,Holmedal,Holmedal
65472,Frankil,Uppsala lan ,Frankil,Trankil
65532,Degerfors,Vasterbottens lan ,Degerfors,Degerfors
65854,Arno,Vesternorrlands lan ,Arno,Arno
65858,Fjallsjo,Vesternorrlands lan ,Fjallsjo,Fjallsjo
66025,Tasjo,Vesternorrlands lan ,Tasjo,Tasjo
66256,Bodum,Vesternorrlands lan ,Bodum,Bodum
66818,Norberg,Vesternorrlands lan ,Norberg,Norberg
66829,Vala,Vastmanlands lan ,Vala,Vala
66830,Lofsta,Vastmanlands lan ,Lofsta,Lofta
66915,Bro,Vastmanlands lan ,Bro,Bro
66926,Altuna,Vastmanlands lan ,Altuna,Altuna
66962,Skedvi,Vastmanlands lan ,Skedvi,Skedevi
67117,Klla,Vastmanlands lan ,Klla,Kalla
67172,Fernebo,Vastmanlands lan ,Fernebo,Farnebo
67243,Stensby,Vastmanlands lan ,Stensby,Steneby
67244,Bollebygd,Vastmanlands lan ,Bollebygd,Bollebygd
67245,Lundby,Alfsborgs lan ,Lundby,Lundby
67318,Alfsered,Alfsborgs lan ,Alfsered,Alvsered
67334,Mellby,Alfsborgs lan ,Mellby,Mellby
67377,Bergum,Alfsborgs lan ,Bergum,Bergum
67434,Ed,Alfsborgs lan ,Ed,Ed
67459,Bjorke,Alfsborgs lan ,Bjorke,Bjorke
67488,Angered,Alfsborgs lan ,Angered,Angered
67640,Bjorketorp,Alfsborgs lan ,Bjorketorp,Bjorketorp
67669,Frolunda,Alfsborgs lan ,Frolunda,Froslunda
67750,Sarn,Alfsborgs lan ,Sarn,Sarna
68192,Alfvered,Alfsborgs lan ,Alfvered,Alvsered
68237,Hork,Orebro lan ,Hork,Hor
68255,Boo,Orebro lan ,Boo,Boo
68295,Gotlunda,Orebro lan ,Gotlunda,Gotlunda
68323,Got- lunda,Orebro lan ,Got- lunda,Gotlunda
68339,Mellosa,Orebro lan ,Mellosa,Mellosa
68401,Viken,Orebro lan ,Viken,Viken
68592,Lillkyrka,Orebro lan ,Lillkyrka,Lillkyrka
68872,Kll,Orebro lan ,Kll,Kall
69207,Almby,Ostergotlands lan ,Almby,Almby
69267,Johannis,Ostergotlands lan ,Johannis,Johannes
69269,Hageby,Ostergotlands lan ,Hageby,Haggeby
69297,Stenby,Ostergotlands lan ,Stenby,Steneby
69322,Revinge,Ostergotlands lan ,Revinge,Revinge
69326,Borg,Ostergotlands lan ,Borg,Borga
69373,Ny,Ostergotlands lan ,Ny,Ny
69468,Berg,Ostergotlands lan ,Berg,Berg
69513,Ryd,Ostergotlands lan ,Ryd,Ryd
70116,Osby,Ostergotlands lan ,Osby,Osby
70292,Kvanum,Ostergotlands lan ,Kvanum,Kvanum
70293,Lugnas,Ostergotlands lan ,Lugnas,Lugnas
70340,SLundby,Skaraborgs lan ,S. Lundby,Lundby
70359,Finnerodja,Skaraborgs lan ,Finnerodja,Finnerodja
70457,Vanersnas,Skaraborgs lan ,Vanersnas,Vanersnas
70685,Gerum,Skaraborgs lan ,Gerum,Gerum
70756,Bjorkang,Skaraborgs lan ,Bjorkang,Bjorka
24991,Roslagskul- la,Stockholm,Roslagskul- la,Roslags-Kulla
26788,Li- dingoo,Stockholm,Li- dingoo,Lidingo
26922,Gustafs- berg,Stockholm,Gustafs- berg,Gustavsberg
28827,Gu- stafsberg,Stockholm,Gu- stafsberg,Gustavsberg
31183,"A.,",Falun ,"A.,",A
34350,A.,Goteborg ,A.,A
36125,i Partil- led,Goteborg ,(i Partil- led),Partille
36559,i Par- tilled,Goteborg ,(i Par- tilled),Partille
38263,i Hal- singborg,Halsingborg ,(i Hal- singborg),Halsingborg
39162,A.,Karlskrona ,A.,A
40858,A.,Landskrona ,A.,A
51531,Bollnas s:n,Gafleborgs lan ,Bollnas s:n,Bollnas
52104,OFarne- bo,Gafleborgs lan ,O. Farne- bo,Farnebo
52157,Of- vansjo,Gafleborgs lan ,Of- vansjo,Ovansjo
52289,Ofvan- aker,Gafleborgs lan ,Ofvan- aker,Ovanaker
52883,VFro- lunda,Goteborgs och Bohus lan ,V. Fro- lunda,Froslunda
52995,Skum- meslof,Hallands lan ,Skum- meslof,Skummeslov
53131,Bred- gard,Jamtlands lan ,Bred- gard,Bredared
53413,Ham- maren,Jamtlands lan ,Ham- maren,Hammar
53712,Ytter- an,Jamtlands lan ,Ytter- an,Yttergran
53800,Bracke- by,Jamtlands lan ,Bracke- by,Bracke
53904,Granna s:n,Jonkopings lan ,Granna s:n,Granna
54578,SMockle- by,Kalmar lan ,S. Mockle- by,Mockleby
54617,Wir- serum,Kalmar lan ,Wir- serum,Virserum
54660,Kalmar s:n,Kalmar lan ,Kalmar s:n,Kalmar
54810,Ed.,Kalmar lan ,Ed.,Ed
54936,Vim- merby s:n,Kalmar lan ,Vim- merby s:n,Vimmerby
55157,Vimmerby s:n,Kalmar lan ,Vimmerby s:n,Vimmerby
55332,Hedemora s:n,Kopparbergs lan ,Hedemora s:n,Hedemora
55604,Alf- dalen,Kopparbergs lan ,Alf- dalen,Alvdalen
57481,Hofmans- torp,Kronobergs lan ,Hofmans- torp,Hovmantorp
57503,Hofman- torp,Kronobergs lan ,Hofman- torp,Hovmantorp
57528,Alf- vesta,Kronobergs lan ,Alf- vesta,Alvesta
57786,Anders- lof,Malmohus lan ,Anders- lof,Anderslov
57800,Gu- stafs s:n,Malmohus lan ,Gu- stafs s:n,Gustafs
57802,H- stad,Malmohus lan ,H- stad,Hastad
58255,L:a Har- rie,Malmohus lan ,L:a Har- rie,Harrie
58334,Nefvits- hog,Malmohus lan ,Nefvits- hog,Nevishog
58573,Halsingborgs s:n,Malmohus lan ,Halsingborgs s:n,Halsingborg
58579,Helsingborgs s:n,Malmohus lan ,Helsingborgs s:n,Helsingborg
58596,Gors- lof,Malmohus lan ,Gors- lof,Gorslov
58683,Kells- torp,Malmohus lan ,Kells- torp,Kallstorp
58724,Gustafs s:n,Malmohus lan ,Gustafs s:n,Gustafs
58889,Bjere- sjo,Malmohus lan ,Bjere- sjo,Bjaresjo
58990,Fren- ninge,Malmohus lan ,Fren- ninge,Franninge
59239,Uppakra s:n,Malmohus lan ,Uppakra s:n,Uppakra
59602,Lom- ma,Malmohus lan ,Lom- ma,Lomma
59803,Blen- torp,Malmohus lan ,Blen- torp,Blentarp
60382,Arje- plogs,Norrbottens lan ,Arje- plogs,Arjeplog
60445,Gustaf- berg,Stockholms lan,Gustaf- berg,Gustavsberg
63443,Gustafs- berg,Stockholms lan,Gustafs- berg,Gustavsberg
63764,Ofver-Enhorna,Sodermanlands lan ,Ofver-Enhorna,Overenhorna
63863,L:a Mellosa,Sodermanlands lan ,L:a Mellosa,Mellosa
63931,Torshalla s:n,Sodermanlands lan ,Torshalla s:n,Torshalla
63935,Ytter-Selo,Sodermanlands lan ,Ytter-Selo,Ytterselo
64156,Husby Re- karne,Sodermanlands lan ,Husby Re- karne,Husby-rekarne
64485,Frojes- lunda,Uppsala lan ,Frojes- lunda,Froslunda
64664,Alf- karleby,Uppsala lan ,Alf- karleby,Alvkarleby
65001,Ramen;,Uppsala lan ,Ramen;,Rammen
65495,Skelleftea s:n,Vasterbottens lan ,Skelleftea s:n,Skelleftea
65696,Skellefte& s:n,Vasterbottens lan ,Skellefte& s:n,Skelleftea
65818,Solleftea s:n,Vesternorrlands lan ,Solleftea s:n,Solleftea
66096,Solefte&,Vesternorrlands lan ,Solefte&,Solleftea
66996,Satter- bo,Vastmanlands lan ,Satter- bo,Saterbo
67451,Wassanda- Naglum,Alfsborgs lan ,Wassanda- Naglum,Vassanda-Naglum
67474,Klnna- rumma,Alfsborgs lan ,Klnna- rumma,Kinnarumma
67730,Marda- klef,Alfsborgs lan ,Marda- klef,Mardaklev
68357,Askersunds s:n,Orebro lan ,Askersunds s:n,Askersund
68386,Asker- sunds s:n.,Orebro lan ,Asker- sunds s:n.,Askersund
68496,Guldsmeds- hytte,Orebro lan ,Guldsmeds- hytte,Guldsmedshyttan
68532,Helle- fors,Orebro lan ,Helle- fors,Hallefors
68579,Rams- bergs,Orebro lan ,Rams- bergs,Ramsberg
68685,Guld- smedshytte,Orebro lan ,Guld- smedshytte,Guldsmedshyttan
69430,Vreta Kloster,Ostergotlands lan ,Vreta Kloster,Vreta kloster
70555,NLund- by,Skaraborgs lan ,N. Lund- by,Lundby
70973,Gref- back,Skaraborgs lan ,Gref- back,Grevback
13843,Os,Stockholm,Os,Os
14248,Stureplan,Stockholm,Stureplan,Stureplan
24377,Almare-Staket,Stockholm,Almare-Staket,Almare-Staket
24388,S:talje,Stockholm,S:talje,S:talje
24390,Norrviken,Stockholm,Norrviken,Norrviken
24435,Liljeholmen,Stockholm,Liljeholmen,Liljeholmen
24478,Brannk:a,Stockholm,Brannk:a,Brannk:a
24487,S:byberg,Stockholm,S:byberg,S:byberg
24538,Storangen,Stockholm,Storangen,Storangen
24587,Solhem,Stockholm,Solhem,Solhem
24636,Dufbo,Stockholm,Dufbo,Dufbo
24672,Liljehol- men,Stockholm,Liljehol- men,Liljeholmen
24684,Rotebro,Stockholm,Rotebro,Rotebro
24743,Oscar Fredriks- borg,Stockholm,Oscar Fredriks- borg,Oscar Fredriks- borg
24844,Finnboda,Stockholm,Finnboda,Finnboda
24884,Rindo,Stockholm,Rindo,Rindo
24911,Drott- ningholm,Stockholm,Drott- ningholm,Drott- ningholm
24913,Tureberg,Stockholm,Tureberg,Tureberg
25053,Lofo,Stockholm,Lofo,Lofo
25090,Roslagskulia,Stockholm,Roslagskulia,Roslagskulia
25217,Fredriksborg,Stockholm,Fredriksborg,Fredriksborg
25284,Stor- angen,Stockholm,Stor- angen,Storangen
25393,Hillersjo,Stockholm,Hillersjo,Hillersjo
25419,Olof,Stockholm,Olof,Olof
25426,Barkarby,Stockholm,Barkarby,Barkarby
25502,Grisslehamn,Stockholm,Grisslehamn,Grisslehamn
25559,Lilje- holmen,Stockholm,Lilje- holmen,Liljeholmen
25679,Riddersvik,Stockholm,Riddersvik,Riddersvik
25693,Furusund,Stockholm,Furusund,Furusund
25721,Schebo bruk,Stockholm,Schebo bruk,Schebo bruk
25776,Tynningso,Stockholm,Tynningso,Tynningso
25780,Gillbo,Stockholm,Gillbo,Gillbo
25882,Gaddviken,Stockholm,Gaddviken,Gaddviken
25931,Bromsten,Stockholm,Bromsten,Bromsten
25966,Ekensbergs varf,Stockholm,Ekensbergs varf,Ekensbergs varf
26353,Pehr,Stockholm,Pehr,Pehr
26545,Rosersberg,Stockholm,Rosersberg,Rosersberg
26658,Drottning holm,Stockholm,Drottning holm,Drottning- holm
26886,Almarestaket,Stockholm,Almarestaket,Almarstaket
27515,Broinsten,Stockholm,Broinsten,Broinsten
27723,Oscar Fred- riksborg,Stockholm,Oscar Fred- riksborg,Oscar Fred- riksborg
27799,Drottningholm,Stockholm,Drottningholm,Drottningholm
27848,Biad- akra,Stockholm,Biad- akra,Biad- akra
28085,Drottning- holm,Stockholm,Drottning- holm,Drottning- holm
28132,Liljeholmen.,Stockholm,Liljeholmen.,Liljeholmen
28683,Vermdo,Stockholm,Vermdo,Vermdo
28785,Ofver-Jarna,Stockholm,Ofver-Jarna,Ofver-Jarna
29125,Furu- sund,Stockholm,Furu- sund,Furusund
29729,Osterbodarne,Alingsas ,(Osterbodarne),(Osterbodarne)
29731,Vikaryd,Alingsas ,(Vikaryd),(Vikaryd)
29783,Engabo,Alingsas ,(Engabo),(Engabo)
29804,Stocklycke,Alingsas ,(Stocklycke),(Stocklycke)
29820,Orebro,Arboga ,Orebro),Orebro)
29844,Sthlm,Arboga ,Sthlm),Sthlm)
30025,Sthlm,Borgholm ,Sthlm),Sthlm)
30366,Orebro,Eksjo ,(Orebro),Orebro)
30768,Skiftinge,Eskilstuna ,(Skiftinge),(Skiftinge)
31159,Nedre Dalalfven,Falun ,Nedre Dalalfven,Nedre Dalalfven
31631,Gafle stads Gasverk,Gafle ,Gafle stads Gasverk,Gafle stads Gasverk
31750,Sthlm,Gafle ,(Sthlm),Sthlm)
32223,Goteborg,Goteborg ,Goteborg,Goteborg
32249,i Malmo,Goteborg ,(i Malmo),i Malmo
32265,Stockholm,Goteborg ,Stockholm,Stockholm
32505,i VFrolunda s:n,Goteborg ,(i V. Frolunda s:n),i VFrolunda s:n
32548,i Hofas As- kim,Goteborg ,(i Hofas As- kim),i Hofas As- kim
33117,Gunnebo,Goteborg ,(Gunnebo),Gunnebo
33486,Utbynas,Goteborg ,Utbynas),Utbynas
33830,Stockholm,Goteborg ,Stockholm),Stockholm
34103,Hindas,Goteborg ,Hindas),Hindas
34377,Sthlm lan,Goteborg ,Sthlm lan),Sthlm lan)
34538,i Askims s:n,Goteborg ,(i Askims s:n),i Askims s:n
34896,Bjorboholm,Goteborg ,Bjorboholm),Bjorboholm
36174,i Slaps s:n,Goteborg ,(i Slaps s:n),i Slaps s:n
36340,i Skallsjo s:n,Goteborg ,(i Skallsjo s:n),i Skallsjo s:n
36407,Sthlm,Goteborg ,Sthlm),Sthlm)
37147,Sthlm,Hernosand ,(Sthlm),Sthlm)
37261,"H:sand,",Hernosand ,"H:sand,","H:sand,"
37865,Sthlm,Halsingborg ,(Sthlm),Sthlm)
38072,i Tyrin- ge,Halsingborg ,(i Tyrin- ge),i Tyrin- ge
38134,Sodra Sverige,Halsingborg ,Sodra Sverige,Sodra Sverige
39007,Kalmar Sund,Kalmar ,Kalmar Sund,Kalmar Sund
39167,Sodra,Karlskrona ,Sodra,Sodra
39275,Warnoparken,Karlskrona ,Warnoparken,Warnoparken
39439,Stockholm,Karlskrona ,Stockholm,Stockholm
39700,Lofed,Karlstad ,Lofed,Lofed
40445,i Karl- stad,Kristinehamn ,(i Karl- stad),i Karl- stad
40465,Gtbg,Kungsbacka ,Gtbg),Gtbg)
40826,Gtbg,Lidkoping ,Gtbg),Gtbg)
41258,L:kopings Gasverk,Linkoping ,L:kopings Gasverk,L:kopings Gasverk
41948,Eskilstunaboden,Lund ,Eskilstunaboden,Eskilstunaboden
42442,Sthlm,Malmo ,(Sthlm),Sthlm)
42498,Nasby- holm,Malmo ,(Nasby- holm),(Nasby- holm)
42868,Sthlm,Malmo ,Sthlm),Sthlm)
42902,i Sthlm,Malmo ,(i Sthlm),i Sthlm
43052,Gtbg,Malmo ,Gtbg),Gtbg)
43662,Burlof,Malmo ,Burlof),Burlof
43884,i Gtbg,Malmo ,(i Gtbg),i Gtbg
43887,Skane,Malmo ,Skane,Skane
44522,Vasteras,Norrkoping ,Vasteras,Vasteras
44984,Nkpgs stads Gasverk,Norrkoping ,Nkpgs stads Gasverk,Nkpgs stads Gasverk
